
carediolgy	["[('cardiology', 0.9), ('cardiology]', 0.9), ('cardiology\\\\', 0.9), ('cardiology;', 0.9)]"]	cardiology	Changed	{'Corrected - Using MultiEdit Probable Candidates [carediolgy ==> cardiology]'}
contonese	["[('cantonese', 1.4653560522135668e-05)]"]	cantonese	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [contonese ==> cantonese]'}
contonese	["[('cantonese', 1.4653560522135668e-05)]"]	cantonese	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [contonese ==> cantonese]'}
contonese	["[('cantonese', 1.4653560522135668e-05)]"]	cantonese	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [contonese ==> cantonese]'}
contonese	["[('cantonese', 1.4653560522135668e-05)]"]	cantonese	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [contonese ==> cantonese]'}
pregant	["[('pregnant', 3.6478495724112327e-06)]"]	pregnant	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [pregant ==> pregnant]'}
pregant	["[('pregnant', 3.6478495724112327e-06)]"]	pregnant	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [pregant ==> pregnant]'}
pregant	["[('pregnant', 3.6478495724112327e-06)]"]	pregnant	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [pregant ==> pregnant]'}
pregant	["[('pregnant', 3.6478495724112327e-06)]"]	pregnant	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [pregant ==> pregnant]'}
neuropatic	["[('neuropathic', 8.91696562144968e-06)]"]	neuropathic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [neuropatic ==> neuropathic]'}
neuropatic	["[('neuropathic', 8.91696562144968e-06)]"]	neuropathic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [neuropatic ==> neuropathic]'}
neuropatic	["[('neuropathic', 8.91696562144968e-06)]"]	neuropathic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [neuropatic ==> neuropathic]'}
neuropatic	["[('neuropathic', 8.91696562144968e-06)]"]	neuropathic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [neuropatic ==> neuropathic]'}
neuropatic	["[('neuropathic', 8.91696562144968e-06)]"]	neuropathic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [neuropatic ==> neuropathic]'}
meteprolol	["[('metoprolol', 1.215949857470411e-06)]"]	metoprolol	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [meteprolol ==> metoprolol]'}
meteprolol	["[('metoprolol', 1.215949857470411e-06)]"]	metoprolol	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [meteprolol ==> metoprolol]'}
meteprolol	["[('metoprolol', 1.215949857470411e-06)]"]	metoprolol	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [meteprolol ==> metoprolol]'}
meteprolol	["[('metoprolol', 1.215949857470411e-06)]"]	metoprolol	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [meteprolol ==> metoprolol]'}
meteprolol	["[('metoprolol', 1.215949857470411e-06)]"]	metoprolol	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [meteprolol ==> metoprolol]'}
calmmed	["[('calme', 0.9), ('scaled', 0.9), ('jammed', 0.9), ('calmer', 0.9)]"]	calme	Changed	{'Corrected - Using MultiEdit Probable Candidates [calmmed ==> calme]'}
deniesd	["[('denies', 0.9), ('denied', 0.9), ('deniers', 0.9), ('denied.', 0.9)]"]	denies	Changed	{'Corrected - Using MultiEdit Probable Candidates [deniesd ==> denies]'}
denises	["[('denise', 0.9), ('denies', 0.9), ('penises', 0.9), ('densest', 0.9)]"]	denise	Changed	{'Corrected - Using MultiEdit Probable Candidates [denises ==> denise]'}
denises	["[('denise', 0.9), ('denies', 0.9), ('penises', 0.9), ('densest', 0.9)]"]	denise	Changed	{'Corrected - Using MultiEdit Probable Candidates [denises ==> denise]'}
denises	["[('denise', 0.9), ('denies', 0.9), ('penises', 0.9), ('densest', 0.9)]"]	denise	Changed	{'Corrected - Using MultiEdit Probable Candidates [denises ==> denise]'}
denises	["[('denise', 0.9), ('denies', 0.9), ('penises', 0.9), ('densest', 0.9)]"]	denise	Changed	{'Corrected - Using MultiEdit Probable Candidates [denises ==> denise]'}
remining	["[('remaining', 2.026583095784018e-06)]"]	remaining	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [remining ==> remaining]'}
remining	["[('remaining', 2.026583095784018e-06)]"]	remaining	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [remining ==> remaining]'}
remining	["[('remaining', 2.026583095784018e-06)]"]	remaining	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [remining ==> remaining]'}
remining	["[('remaining', 2.026583095784018e-06)]"]	remaining	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [remining ==> remaining]'}
thrach	["[('thrash', 2.9307121044271336e-05)]"]	thrash	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [thrach ==> thrash]'}
thrach	["[('thrash', 2.9307121044271336e-05)]"]	thrash	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [thrach ==> thrash]'}
thrach	["[('thrash', 2.9307121044271336e-05)]"]	thrash	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [thrach ==> thrash]'}
thrach	["[('thrash', 2.9307121044271336e-05)]"]	thrash	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [thrach ==> thrash]'}
thrach	["[('thrash', 2.9307121044271336e-05)]"]	thrash	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [thrach ==> thrash]'}
zyprexax	["[('pyrexia', 0.9), ('pre-tax', 0.9), ('prax', 0.9), ('hyporexia.', 0.9)]"]	pyrexia	Changed	{'Corrected - Using MultiEdit Probable Candidates [zyprexax ==> pyrexia]'}
bvery	["[('very', 1.337544843217452e-05)]"]	very	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [bvery ==> very]'}
bvery	["[('very', 1.337544843217452e-05)]"]	very	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [bvery ==> very]'}
bvery	["[('very', 1.337544843217452e-05)]"]	very	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [bvery ==> very]'}
bvery	["[('very', 1.337544843217452e-05)]"]	very	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [bvery ==> very]'}
bvery	["[('very', 1.337544843217452e-05)]"]	very	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [bvery ==> very]'}
holosstolic	["[('holosystolic', 4.0531661915680364e-07)]"]	holosystolic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [holosstolic ==> holosystolic]'}
deveopling	["[('developing', 0.9), ('developing\\\\', 0.9), ('developing;', 0.9), ('developing:', 0.9)]"]	developing	Changed	{'Corrected - Using MultiEdit Probable Candidates [deveopling ==> developing]'}
resuults	["[('results', 1.013291547892009e-05)]"]	results	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [resuults ==> results]'}
brochodilations	["[('bronchodilation', 0.9), ('bronchodilation,', 0.9), ('bronchodilators', 0.9), ('bronchodilating', 0.9)]"]	bronchodilation	Changed	{'Corrected - Using MultiEdit Probable Candidates [brochodilations ==> bronchodilation]'}
abnormalityin	["[('abnormality', 0.9), ('abonormality', 0.9), ('abnormality]', 0.9), ('abnormality<', 0.9)]"]	abnormality	Changed	{'Corrected - Using MultiEdit Probable Candidates [abnormalityin ==> abnormality]'}
coolaborate	["[('collaborate', 1.4653560522135668e-05)]"]	collaborate	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [coolaborate ==> collaborate]'}
isordril	["[('isodrin', 0.9), ('disorderly', 0.9), ('disorder-i', 0.9), ('disordertrial', 0.9)]"]	isodrin	Changed	{'Corrected - Using MultiEdit Probable Candidates [isordril ==> isodrin]'}
isordril	["[('isodrin', 0.9), ('disorderly', 0.9), ('disorder-i', 0.9), ('disordertrial', 0.9)]"]	isodrin	Changed	{'Corrected - Using MultiEdit Probable Candidates [isordril ==> isodrin]'}
parafaulcine	["[('parfumine', 0.9), ('paracrine', 0.9), ('parafac', 0.9), ('falcine', 0.9)]"]	parfumine	Changed	{'Corrected - Using MultiEdit Probable Candidates [parafaulcine ==> parfumine]'}
consoliodation	["[('consolidation', 8.106332383136073e-07)]"]	consolidation	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [consoliodation ==> consolidation]'}
cholangiis	["[('cholangitis', 2.8372163340976255e-05)]"]	cholangitis	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [cholangiis ==> cholangitis]'}
cholangiis	["[('cholangitis', 2.8372163340976255e-05)]"]	cholangitis	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [cholangiis ==> cholangitis]'}
cholangiis	["[('cholangitis', 2.8372163340976255e-05)]"]	cholangitis	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [cholangiis ==> cholangitis]'}
atributes	["[('attributes', 1.1722848417708535e-05), ('tributes', 2.9307121044271338e-06)]"]	attributes	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [atributes ==> attributes]'}
alond	["[('along', 7.295699144822465e-06), ('alone', 3.242532953254429e-06), ('aland', 8.106332383136073e-07)]"]	along	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [alond ==> along]'}
alond	["[('along', 7.295699144822465e-06), ('alone', 3.242532953254429e-06), ('aland', 8.106332383136073e-07)]"]	along	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [alond ==> along]'}
alond	["[('along', 7.295699144822465e-06), ('alone', 3.242532953254429e-06), ('aland', 8.106332383136073e-07)]"]	along	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [alond ==> along]'}
alond	["[('along', 7.295699144822465e-06), ('alone', 3.242532953254429e-06), ('aland', 8.106332383136073e-07)]"]	along	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [alond ==> along]'}
alond	["[('along', 7.295699144822465e-06), ('alone', 3.242532953254429e-06), ('aland', 8.106332383136073e-07)]"]	along	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [alond ==> along]'}
satruation	["[('saturation', 2.026583095784018e-06)]"]	saturation	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [satruation ==> saturation]'}
incrwase	["[('increase', 3.6478495724112327e-06)]"]	increase	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [incrwase ==> increase]'}
patecheal	["[('pachea', 0.9), ('petechial', 0.9), ('paratracheal', 0.9), ('patches', 0.9)]"]	pachea	Changed	{'Corrected - Using MultiEdit Probable Candidates [patecheal ==> pachea]'}
patecheal	["[('pachea', 0.9), ('petechial', 0.9), ('paratracheal', 0.9), ('patches', 0.9)]"]	pachea	Changed	{'Corrected - Using MultiEdit Probable Candidates [patecheal ==> pachea]'}
tramodal	["[('transmodal', 0.9), ('trimodal', 0.9), ('amodal', 0.9), ('tri-modal', 0.9)]"]	transmodal	Changed	{'Corrected - Using MultiEdit Probable Candidates [tramodal ==> transmodal]'}
tramodal	["[('transmodal', 0.9), ('trimodal', 0.9), ('amodal', 0.9), ('tri-modal', 0.9)]"]	transmodal	Changed	{'Corrected - Using MultiEdit Probable Candidates [tramodal ==> transmodal]'}
evenin	["[('evening', 4.0531661915680364e-07)]"]	evening	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [evenin ==> evening]'}
evenin	["[('evening', 4.0531661915680364e-07)]"]	evening	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [evenin ==> evening]'}
evenin	["[('evening', 4.0531661915680364e-07)]"]	evening	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [evenin ==> evening]'}
evenin	["[('evening', 4.0531661915680364e-07)]"]	evening	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [evenin ==> evening]'}
evenin	["[('evening', 4.0531661915680364e-07)]"]	evening	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [evenin ==> evening]'}
infeoseptal	["[('infero-septal,', 0.9), ('anteroseptal', 0.9), ('nasoseptal', 0.9), ('inhospital', 0.9)]"]	infero-septal,	Changed	{'Corrected - Using MultiEdit Probable Candidates [infeoseptal ==> infero-septal,]'}
resusitaton	["[('resuscitation', 0.9), ('resuscitations', 0.9), ('resuscitation.', 0.9), ('resuscitation,', 0.9)]"]	resuscitation	Changed	{'Corrected - Using MultiEdit Probable Candidates [resusitaton ==> resuscitation]'}
dehiscene	["[('dehiscence', 8.106332383136072e-06)]"]	dehiscence	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [dehiscene ==> dehiscence]'}
alverolar	["[('alveolar', 6.363470920761816e-05)]"]	alveolar	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [alverolar ==> alveolar]'}
alverolar	["[('alveolar', 6.363470920761816e-05)]"]	alveolar	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [alverolar ==> alveolar]'}
alverolar	["[('alveolar', 6.363470920761816e-05)]"]	alveolar	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [alverolar ==> alveolar]'}
barrieer	["[('barrier', 6.890382525665661e-06)]"]	barrier	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [barrieer ==> barrier]'}
barrieer	["[('barrier', 6.890382525665661e-06)]"]	barrier	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [barrieer ==> barrier]'}
preciptitously	["[('precipitously', 8.7921363132814e-06)]"]	precipitously	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [preciptitously ==> precipitously]'}
preciptitously	["[('precipitously', 8.7921363132814e-06)]"]	precipitously	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [preciptitously ==> precipitously]'}
fluctuatio	["[('fluctuation', 8.7921363132814e-06)]"]	fluctuation	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [fluctuatio ==> fluctuation]'}
dyamics	["[('dynamics', 1.75842726265628e-05)]"]	dynamics	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [dyamics ==> dynamics]'}
dyamics	["[('dynamics', 1.75842726265628e-05)]"]	dynamics	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [dyamics ==> dynamics]'}
autocoidal	["[('autocidal', 0.9), ('autopodial', 0.9), ('toroidal', 0.9), ('autacoid', 0.9)]"]	autocidal	Changed	{'Corrected - Using MultiEdit Probable Candidates [autocoidal ==> autocidal]'}
doubel	["[('double', 2.675089686434904e-05)]"]	double	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [doubel ==> double]'}
doubel	["[('double', 2.675089686434904e-05)]"]	double	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [doubel ==> double]'}
doubel	["[('double', 2.675089686434904e-05)]"]	double	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [doubel ==> double]'}
doubel	["[('double', 2.675089686434904e-05)]"]	double	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [doubel ==> double]'}
mimick	["[('mimic', 8.106332383136073e-07)]"]	mimic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [mimick ==> mimic]'}
mimick	["[('mimic', 8.106332383136073e-07)]"]	mimic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [mimick ==> mimic]'}
mimick	["[('mimic', 8.106332383136073e-07)]"]	mimic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [mimick ==> mimic]'}
mimick	["[('mimic', 8.106332383136073e-07)]"]	mimic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [mimick ==> mimic]'}
mimick	["[('mimic', 8.106332383136073e-07)]"]	mimic	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [mimick ==> mimic]'}
phebilitis	["[('phlebitis', 0.9), ('cheilitis', 0.9), ('phlebitis.', 0.9), ('phlebitis,', 0.9)]"]	phlebitis	Changed	{'Corrected - Using MultiEdit Probable Candidates [phebilitis ==> phlebitis]'}
difinitely	["[('definitely', 4.0531661915680364e-07)]"]	definitely	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [difinitely ==> definitely]'}
exteme	["[('extreme', 1.013291547892009e-05)]"]	extreme	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [exteme ==> extreme]'}
exteme	["[('extreme', 1.013291547892009e-05)]"]	extreme	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [exteme ==> extreme]'}
exteme	["[('extreme', 1.013291547892009e-05)]"]	extreme	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [exteme ==> extreme]'}
exteme	["[('extreme', 1.013291547892009e-05)]"]	extreme	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [exteme ==> extreme]'}
exteme	["[('extreme', 1.013291547892009e-05)]"]	extreme	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [exteme ==> extreme]'}
limite	["[('limited', 3.566786248579872e-05), ('limit', 2.026583095784018e-06)]"]	limited	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [limite ==> limited]'}
limite	["[('limited', 3.566786248579872e-05), ('limit', 2.026583095784018e-06)]"]	limited	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [limite ==> limited]'}
limite	["[('limited', 3.566786248579872e-05), ('limit', 2.026583095784018e-06)]"]	limited	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [limite ==> limited]'}
limite	["[('limited', 3.566786248579872e-05), ('limit', 2.026583095784018e-06)]"]	limited	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [limite ==> limited]'}
limite	["[('limited', 3.566786248579872e-05), ('limit', 2.026583095784018e-06)]"]	limited	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [limite ==> limited]'}
proporanolol	["[('propranolol', 8.106332383136073e-07)]"]	propranolol	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [proporanolol ==> propranolol]'}
proporanolol	["[('propranolol', 8.106332383136073e-07)]"]	propranolol	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [proporanolol ==> propranolol]'}
requiriemnts	["[('requirements', 0.9), ('requirements]', 0.9), ('requirements;', 0.9), ('requirements:', 0.9)]"]	requirements	Changed	{'Corrected - Using MultiEdit Probable Candidates [requiriemnts ==> requirements]'}
splemectomy	["[('splenectomy', 0.9), ('splenectomy.', 0.9), ('splenectomy,', 0.9), ('sclerectomy', 0.9)]"]	splenectomy	Changed	{'Corrected - Using MultiEdit Probable Candidates [splemectomy ==> splenectomy]'}
splemectomy	["[('splenectomy', 0.9), ('splenectomy.', 0.9), ('splenectomy,', 0.9), ('sclerectomy', 0.9)]"]	splenectomy	Changed	{'Corrected - Using MultiEdit Probable Candidates [splemectomy ==> splenectomy]'}
splemectomy	["[('splenectomy', 0.9), ('splenectomy.', 0.9), ('splenectomy,', 0.9), ('sclerectomy', 0.9)]"]	splenectomy	Changed	{'Corrected - Using MultiEdit Probable Candidates [splemectomy ==> splenectomy]'}
psitacci	["[('psittaci', 0.9), ('psittaci.', 0.9), ('psittacine', 0.9), ('sacci', 0.9)]"]	psittaci	Changed	{'Corrected - Using MultiEdit Probable Candidates [psitacci ==> psittaci]'}
untin	["[('until', 8.106332383136073e-07)]"]	until	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [untin ==> until]'}
untin	["[('until', 8.106332383136073e-07)]"]	until	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [untin ==> until]'}
transprot	["[('transport', 0.0003242532953254429)]"]	transport	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [transprot ==> transport]'}
transprot	["[('transport', 0.0003242532953254429)]"]	transport	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [transprot ==> transport]'}
chesp	["[('chest', 5.1880527252070865e-05)]"]	chest	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [chesp ==> chest]'}
chesp	["[('chest', 5.1880527252070865e-05)]"]	chest	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [chesp ==> chest]'}
chesp	["[('chest', 5.1880527252070865e-05)]"]	chest	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [chesp ==> chest]'}
chesp	["[('chest', 5.1880527252070865e-05)]"]	chest	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [chesp ==> chest]'}
chesp	["[('chest', 5.1880527252070865e-05)]"]	chest	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [chesp ==> chest]'}
temporaty	["[('temporary', 2.026583095784018e-06)]"]	temporary	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [temporaty ==> temporary]'}
temporaty	["[('temporary', 2.026583095784018e-06)]"]	temporary	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [temporaty ==> temporary]'}
temporaty	["[('temporary', 2.026583095784018e-06)]"]	temporary	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [temporaty ==> temporary]'}
temporaty	["[('temporary', 2.026583095784018e-06)]"]	temporary	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [temporaty ==> temporary]'}
temporaty	["[('temporary', 2.026583095784018e-06)]"]	temporary	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [temporaty ==> temporary]'}
uperr	["[('perr', 0.9), ('usper', 0.9), ('upper', 0.9), ('super', 0.9)]"]	perr	Changed	{'Corrected - Using MultiEdit Probable Candidates [uperr ==> perr]'}
uperr	["[('perr', 0.9), ('usper', 0.9), ('upper', 0.9), ('super', 0.9)]"]	perr	Changed	{'Corrected - Using MultiEdit Probable Candidates [uperr ==> perr]'}
uperr	["[('perr', 0.9), ('usper', 0.9), ('upper', 0.9), ('super', 0.9)]"]	perr	Changed	{'Corrected - Using MultiEdit Probable Candidates [uperr ==> perr]'}
imaginig	["[('imaging', 2.7561530102662645e-05)]"]	imaging	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [imaginig ==> imaging]'}
arteriogrphy	["[('arteriography', 0.9), ('arteriography.', 0.9), ('arteriography,', 0.9), ('arteriograph', 0.9)]"]	arteriography	Changed	{'Corrected - Using MultiEdit Probable Candidates [arteriogrphy ==> arteriography]'}
arteriogrphy	["[('arteriography', 0.9), ('arteriography.', 0.9), ('arteriography,', 0.9), ('arteriograph', 0.9)]"]	arteriography	Changed	{'Corrected - Using MultiEdit Probable Candidates [arteriogrphy ==> arteriography]'}
stabilizind	["[('stabilizing', 0.9), ('stabilizing]', 0.9), ('stabilizing.', 0.9), ('stabilizing,', 0.9)]"]	stabilizing	Changed	{'Corrected - Using MultiEdit Probable Candidates [stabilizind ==> stabilizing]'}
intubabation	["[('intubation', 0.9), ('intubations', 0.9), ('intubation?', 0.9), ('intubation.', 0.9)]"]	intubation	Changed	{'Corrected - Using MultiEdit Probable Candidates [intubabation ==> intubation]'}
intubabation	["[('intubation', 0.9), ('intubations', 0.9), ('intubation?', 0.9), ('intubation.', 0.9)]"]	intubation	Changed	{'Corrected - Using MultiEdit Probable Candidates [intubabation ==> intubation]'}
intubabation	["[('intubation', 0.9), ('intubations', 0.9), ('intubation?', 0.9), ('intubation.', 0.9)]"]	intubation	Changed	{'Corrected - Using MultiEdit Probable Candidates [intubabation ==> intubation]'}
rehospialization	["[('rehospitalization', 0.9), ('rehospitalizations', 0.9), ('rehospitalization:', 0.9), ('rehospitalization.', 0.9)]"]	rehospitalization	Changed	{'Corrected - Using MultiEdit Probable Candidates [rehospialization ==> rehospitalization]'}
generenerative	["[('generative', 0.9), ('neurogenerative', 0.9), ('gene-negative', 0.9), ('neuroregenerative', 0.9)]"]	generative	Changed	{'Corrected - Using MultiEdit Probable Candidates [generenerative ==> generative]'}
strpng	["[('string', 1.215949857470411e-06)]"]	string	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [strpng ==> string]'}
electrocradiogram	["[('electrocardiogram', 4.0531661915680364e-07)]"]	electrocardiogram	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [electrocradiogram ==> electrocardiogram]'}
dicsontinued	["[('discontinued', 2.9307121044271338e-06)]"]	discontinued	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [dicsontinued ==> discontinued]'}
dicsontinued	["[('discontinued', 2.9307121044271338e-06)]"]	discontinued	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [dicsontinued ==> discontinued]'}
dicsontinued	["[('discontinued', 2.9307121044271338e-06)]"]	discontinued	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [dicsontinued ==> discontinued]'}
dicsontinued	["[('discontinued', 2.9307121044271338e-06)]"]	discontinued	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [dicsontinued ==> discontinued]'}
lukocytosis	["[('leukocytosis', 1.6212664766272145e-06)]"]	leukocytosis	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [lukocytosis ==> leukocytosis]'}
lukocytosis	["[('leukocytosis', 1.6212664766272145e-06)]"]	leukocytosis	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [lukocytosis ==> leukocytosis]'}
divertculi	["[('diverticuli,', 0.9), ('diverticula', 0.9), ('diverticulosis', 0.9), ('diverticulitis', 0.9)]"]	diverticuli,	Changed	{'Corrected - Using MultiEdit Probable Candidates [divertculi ==> diverticuli,]'}
sduring	["[('during', 0.00013740233389415642)]"]	during	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [sduring ==> during]'}
sduring	["[('during', 0.00013740233389415642)]"]	during	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [sduring ==> during]'}
erythemay	["[('erythema', 2.7156213483505842e-05)]"]	erythema	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [erythemay ==> erythema]'}
identifie	["[('identified', 2.22924140536242e-05), ('identifier', 2.431899714940822e-06)]"]	identified	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [identifie ==> identified]'}
identifie	["[('identified', 2.22924140536242e-05), ('identifier', 2.431899714940822e-06)]"]	identified	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [identifie ==> identified]'}
identifie	["[('identified', 2.22924140536242e-05), ('identifier', 2.431899714940822e-06)]"]	identified	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [identifie ==> identified]'}
identifie	["[('identified', 2.22924140536242e-05), ('identifier', 2.431899714940822e-06)]"]	identified	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [identifie ==> identified]'}
identifie	["[('identified', 2.22924140536242e-05), ('identifier', 2.431899714940822e-06)]"]	identified	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [identifie ==> identified]'}
caucasaian	["[('caucasian', 1.1722848417708535e-05)]"]	caucasian	Changed	{'Corrected - Using Single-Edit Probable Candidates in English Corpus [caucasaian ==> caucasian]'}
sclerosin	["[('sclerosis', 0.00012726941841523633), ('sclerosing', 2.5129630387721826e-05)]"]	sclerosis	Changed	{'Corrected - Using Single-Edit Probable Candidates in Domain Corpus [sclerosin ==> sclerosis]'}
